Role,Experience_Years,Skills,Salary_LPA
Growth Marketer,8,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",13.32
Growth Marketer,9,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",14.38
Growth Marketer,10,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",15.5
Growth Marketer,11,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",16.68
Growth Marketer,12,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",17.92
Growth Marketer,13,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",19.22
Growth Marketer,14,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",20.58
Growth Marketer,15,"growth hacking, a/b testing, funnel optimization, paid ads, email marketing, product led growth, analytics, referral programs, retention",22.0
Product Marketing Manager,0,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",9.0
Product Marketing Manager,1,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",9.58
Product Marketing Manager,2,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",10.22
Product Marketing Manager,3,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",10.92
Product Marketing Manager,4,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",11.68
Product Marketing Manager,5,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",12.5
Product Marketing Manager,6,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",13.38
Product Marketing Manager,7,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",14.32
Product Marketing Manager,8,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",15.32
Product Marketing Manager,9,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",16.38
Product Marketing Manager,10,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",17.5
Product Marketing Manager,11,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",18.68
Product Marketing Manager,12,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",19.92
Product Marketing Manager,13,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",21.22
Product Marketing Manager,14,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",22.58
Product Marketing Manager,15,"go-to-market strategy, positioning, messaging, competitive analysis, product launches, sales enablement, customer research",24.0
Email Marketing Specialist,0,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",6.0
Email Marketing Specialist,1,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",6.58
Email Marketing Specialist,2,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",7.22
Email Marketing Specialist,3,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",7.92
Email Marketing Specialist,4,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",8.68
Email Marketing Specialist,5,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",9.5
Email Marketing Specialist,6,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",10.38
Email Marketing Specialist,7,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",11.32
Email Marketing Specialist,8,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",12.32
Email Marketing Specialist,9,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",13.38
Email Marketing Specialist,10,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",14.5
Email Marketing Specialist,11,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",15.68
Email Marketing Specialist,12,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",16.92
Email Marketing Specialist,13,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",18.22
Email Marketing Specialist,14,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",19.58
Email Marketing Specialist,15,"email marketing, mailchimp, hubspot, segmentation, drip campaigns, a/b testing, html emails, deliverability, automation",21.0
Market Research Analyst,0,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",6.5
Market Research Analyst,1,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",7.08
Market Research Analyst,2,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",7.72
Market Research Analyst,3,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",8.42
Market Research Analyst,4,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",9.18
Market Research Analyst,5,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",10.0
Market Research Analyst,6,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",10.88
Market Research Analyst,7,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",11.82
Market Research Analyst,8,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",12.82
Market Research Analyst,9,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",13.88
Market Research Analyst,10,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",15.0
Market Research Analyst,11,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",16.18
Market Research Analyst,12,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",17.42
Market Research Analyst,13,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",18.72
Market Research Analyst,14,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",20.08
Market Research Analyst,15,"primary research, secondary research, qualtrics, survey design, focus groups, competitive analysis, market sizing, reports",21.5
Video Producer,0,"video production, scriptwriting, editing, premiere pro, final cut, cinematography, color grading, storyboarding, project management",5.5
Video Producer,1,"video production, scriptwriting, editing, premiere pro, final cut, cinematography, color grading, storyboarding, project management",6.08
Video Producer,2,"video production, scriptwriting, editing, premiere pro, final cut, cinematography, color grading, storyboarding, project management",6.72
Video Producer,3,"video production, scriptwriting, editing, premiere pro, final cut, cinematography, color grading, storyboarding, project management",7.42
